element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""656.191""","=""0.006""","=""""","=""1.9584e+07""",AAA,"=""[581885.83]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""5.6116e+03""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""1.3838e+05""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""2.2726e+06""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""4""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.290""","=""0.006""","=""""","=""1.9638e+05""",AAA,"=""[582642.10]""","=""[597875.07]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.290""","=""0.006""","=""""","=""1.1252e+06""",AAA,"=""[582642.10]""","=""[597875.07]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.306""","=""0.010""","=""""","=""1.0606e+06""",AAA,"=""[582642.10]""","=""[597874.68]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.307""","=""0.006""","=""""","=""5.802e+04""",AA,"=""[582643.17]""","=""[597875.73]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.336""","=""0.006""","=""""","=""4.461e+05""",AA,"=""[582643.17]""","=""[597875.07]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""653.14""","=""0.21""","=""""","=""3.8889e+06""",AAA,"=""[582630.08]""","=""[597936.4]""","=""1s.4d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.48""","=""0.05""","=""""","=""6.9400e+07""",AAA,"=""[582836.5]""","=""[597881.65]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.252""","=""0.010""","=""""","=""1.1664e+05""",AAA,"=""[582612.15]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.269""","=""0.006""","=""""","=""1.7493e+06""",AAA,"=""[582612.54]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.281""","=""0.010""","=""""","=""1.7497e+06""",AAA,"=""[582612.15]""","=""[597661.86]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.298""","=""0.010""","=""""","=""2.3329e+06""",AAA,"=""[582612.15]""","=""[597661.48]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.298""","=""0.006""","=""""","=""5.2479e+06""",AAA,"=""[582612.54]""","=""[597661.86]""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.298""","=""0.006""","=""""","=""9.7980e+06""",AAA,"=""[582613.20]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""3""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.77""","=""0.05""","=""""","=""9.170e+03""",AA,"=""[582836.5]""","=""[597875.07]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""662.07""","=""0.23""","=""""","=""5.631e+01""",AA,"=""[582836.5]""","=""[597936.4]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",E2,"=""T7378""","=""""",
Li,2,"=""""","=""668.730""","=""0.009""","=""""","=""1.6065e+01""",AAA,"=""[582630.08]""","=""[597579.66]""","=""1s.4d""","=""1D""","=""2""","=""1s.6s""","=""1S""","=""0""",E2,"=""T7378""","=""""",
Li,1,"=""670.776""","=""670.776""","=""0.006""","=""3600""","=""1.4756e+08""",AAA,"=""0.00""","=""14904.00""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""3/2""",,"=""T6505LS""","=""L7397""",
Li,1,"=""670.791""","=""670.791""","=""0.006""","=""3600""","=""7.3780e+07""",AAA,"=""0.00""","=""14903.66""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""1/2""",,"=""T6505LS""","=""L7397""",
Li,2,"=""""","=""678.09""","=""0.06""","=""""","=""9.4930e+06""",AAA,"=""[582836.5]""","=""[597579.66]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
Li,1,"=""""","=""687.308""","=""0.007""","=""""","=""5.56e+04""",B,"=""27206.12""","=""41751.63""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
Li,1,"=""""","=""687.308""","=""0.007""","=""""","=""1.12e+05""",B,"=""27206.12""","=""41751.63""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
Li,1,"=""""","=""713.517""","=""0.007""","=""""","=""7.18e+04""",B,"=""27206.12""","=""41217.35""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
Li,1,"=""""","=""713.517""","=""0.007""","=""""","=""1.44e+05""",B,"=""27206.12""","=""41217.35""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
Li,1,"=""""","=""758.245""","=""0.008""","=""""","=""8.74e+04""",B,"=""27206.12""","=""40390.84""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
Li,1,"=""""","=""758.245""","=""0.008""","=""""","=""1.75e+05""",B,"=""27206.12""","=""40390.84""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
Li,1,"=""812.623""","=""812.622""","=""0.009""","=""48""","=""2.2312e+07""",AAA,"=""14903.66""","=""27206.12""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3s""","=""2S""","=""1/2""",,"=""T7401LS""","=""L7397""",
Li,1,"=""812.645""","=""812.645""","=""0.009""","=""48""","=""4.4618e+07""",AAA,"=""14904.00""","=""27206.12""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3s""","=""2S""","=""1/2""",,"=""T7401LS""","=""L7397""",
Li,2,"=""""","=""822.591""","=""0.010""","=""""","=""3.2204e+07""",AAA,"=""[579980.46]""","=""[592133.83]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""822.636""","=""0.010""","=""""","=""1.9323e+07""",AAA,"=""[579980.46]""","=""[592133.16]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""822.662""","=""0.010""","=""""","=""6.4407e+06""",AAA,"=""[579980.46]""","=""[592132.78]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
Li,3,"=""""","=""828.097144""","=""0.000004""","=""""","=""1.2143e+08""",AA,"=""(948155.449056)""","=""(960228.00859)""","=""5p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.106292""","=""0.000004""","=""""","=""7.8748e+07""",AA,"=""(948155.58428)""","=""(960228.010455)""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.166997""","=""0.000004""","=""""","=""1.4495e+07""",AA,"=""(948155.449056)""","=""(960226.990320)""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.181646""","=""0.000004""","=""""","=""3.9396e+07""",AA,"=""(948155.58428)""","=""(960226.912020)""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.202072""","=""0.000005""","=""""","=""3.2832e+08""",AA,"=""(948157.34398)""","=""(960228.374000)""","=""5d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.202245""","=""0.000004""","=""""","=""2.1860e+08""",AA,"=""(948157.347169)""","=""(960228.37467)""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.227016""","=""0.000005""","=""""","=""3.1109e+06""",AA,"=""(948157.34398)""","=""(960228.010455)""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.227363""","=""0.000004""","=""""","=""2.4293e+07""",AA,"=""(948157.347169)""","=""(960228.00859)""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.232863""","=""0.000004""","=""""","=""6.9145e+08""",AA,"=""(948157.97542)""","=""(960228.556687)""","=""5f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.232917""","=""0.000005""","=""""","=""4.6903e+08""",AA,"=""(948157.97656)""","=""(960228.557040)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.245352""","=""0.000005""","=""""","=""9.0516e+05""",AA,"=""(948157.97542)""","=""(960228.37467)""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.245477""","=""0.000005""","=""""","=""2.3452e+07""",AA,"=""(948157.97656)""","=""(960228.374000)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.247003""","=""0.000004""","=""""","=""1.3037e+09""",AA,"=""(948158.291096)""","=""(960228.6662880)""","=""5g""","=""2G""","=""7/2""","=""6h""","=""2H*""","=""9/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.247029""","=""0.000004""","=""""","=""8.9631e+08""",AA,"=""(948158.29169)""","=""(960228.666503)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.254500""","=""0.000004""","=""""","=""2.0488e+05""",AA,"=""(948158.291096)""","=""(960228.557040)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""7/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.254565""","=""0.000004""","=""""","=""2.5609e+07""",AA,"=""(948158.29169)""","=""(960228.556687)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""828.255001""","=""0.000004""","=""""","=""1.6000e+09""",AA,"=""(948158.480859)""","=""(960228.7394990)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""11/2""",,"=""T7771""","=""""",
