element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""293.2215""","=""""","=""293.2212""","=""0.0008""","=""10""","=""""",,"=""13348.56""","=""47442.53""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""293.2669""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""293.28271""","=""""","=""293.2827""","=""0.0004""","=""2""","=""""",,"=""27273.753""","=""61360.578""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,2,"=""293.28569""","=""""","=""293.2856""","=""0.0003""","=""3""","=""""",,"=""18000.627""","=""52087.110""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""293.2994""","=""""","=""293.2995""","=""0.0008""","=""8""","=""""",,"=""19827.68""","=""53912.55""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""293.30293""","=""""","=""293.3029""","=""0.0004""","=""2""","=""""",,"=""28631.688""","=""62716.159""","=""""","=""""","=""7/2""","=""5d3.(4P).6s.(5P).6p""","=""6D*""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""293.3592""","=""""","=""293.3585""","=""0.0008""","=""2""","=""""",,"=""15069.93""","=""49147.95""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""293.3769""","=""""","=""293.3754""","=""0.0008""","=""2""","=""""",,"=""23484.78""","=""57560.83""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""293.4129""","=""""","=""293.4120""","=""0.0008""","=""7""","=""""",,"=""29460.98""","=""63532.78""","=""5d5.(2I).6s""","=""3I""","=""7""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""293.4297""","=""""","=""293.4293""","=""0.0008""","=""2""","=""""",,"=""18082.83""","=""52152.62""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""293.49943""","=""""","=""293.499511""","=""0.000017""","=""81p""","=""""",,"=""19276.431""","=""53338.075""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""293.4996""","=""""","=""293.4993""","=""0.0008""","=""250r""","=""7.5e+07""",C,"=""1670.29""","=""35731.96""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,2,"=""293.51000""","=""""","=""293.50994""","=""0.00013""","=""8""","=""""",,"=""26158.581""","=""60219.015""","=""5d5""","=""4G""","=""9/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,2,"=""293.51799""","=""""","=""293.51798""","=""0.00011""","=""9""","=""""",,"=""28377.585""","=""62437.086""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,2,"=""293.52989""","=""""","=""293.5299""","=""0.0004""","=""2""","=""""",,"=""17436.932""","=""51495.054""","=""5d4.(3H).6s""","=""4H""","=""11/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,2,"=""293.53402""","=""""","=""293.53403""","=""0.00010""","=""10""","=""1.66e+07""",B,"=""16234.715""","=""50292.354""","=""""","=""""","=""5/2""","=""5d3.(4F).6s.(5F).6p""","=""6D*""","=""5/2""",,"=""T7162""","=""L11762""",
W,1,"=""293.5358""","=""""","=""293.5374""","=""0.0008""","=""8""","=""""",,"=""15460.01""","=""49517.26""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""293.5629""","=""""","=""293.5626""","=""0.0008""","=""30""","=""""",,"=""15460.01""","=""49514.34""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""293.57114""","=""""","=""293.57116""","=""0.00017""","=""5""","=""""",,"=""19276.431""","=""53329.762""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""293.57813""","=""""","=""293.5781""","=""0.0003""","=""3""","=""""",,"=""27273.753""","=""61326.281""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""293.6009""","=""""","=""293.5997""","=""0.0008""","=""50*""","=""""",,"=""6219.33""","=""40269.35""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""293.6009""","=""""","=""293.6029""","=""0.0008""","=""50*""","=""""",,"=""20983.02""","=""55032.67""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""293.6468""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""293.66234""","=""""","=""293.662344""","=""0.000017""","=""90""","=""""",,"=""23046.724""","=""57089.482""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""293.666""","=""""","=""293.6669""","=""0.0008""","=""40""","=""""",,"=""13777.71""","=""47819.94""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""293.7142""","=""""","=""293.7148""","=""0.0008""","=""60""","=""""",,"=""19826.04""","=""53862.72""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,2,"=""293.71875""","=""""","=""293.71874""","=""0.00017""","=""6""","=""""",,"=""19403.991""","=""53440.213""","=""""","=""""","=""1/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,1,"=""293.720""","=""""","=""293.7226""","=""0.0008""","=""8""","=""""",,"=""18116.84""","=""52152.62""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""293.7464""","=""""","=""293.7446""","=""0.0008""","=""2""","=""""",,"=""24610.88""","=""58644.10""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""293.75877""","=""""","=""293.75872""","=""0.00008""","=""13""","=""""",,"=""23955.349""","=""57986.939""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""293.7606""","=""""","=""293.7607""","=""0.0008""","=""10""","=""""",,"=""19253.56""","=""53284.92""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""293.7677""","=""""","=""293.7665""","=""0.0008""","=""8""","=""""",,"=""13307.10""","=""47337.79""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""293.77532""","=""""","=""293.7755""","=""0.0004""","=""2""","=""""",,"=""26226.897""","=""60256.547""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""293.7774""","=""""","=""293.7793""","=""0.0008""","=""2""","=""""",,"=""18974.51""","=""53003.72""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""293.8104""","=""""","=""293.8120""","=""0.0008""","=""2""","=""""",,"=""22476.68""","=""56502.10""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""293.8364""","=""""","=""293.8364""","=""0.0008""","=""3""","=""""",,"=""19826.04""","=""53848.63""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""293.8506""","=""""","=""293.8506""","=""0.0008""","=""20""","=""""",,"=""19827.68""","=""53848.63""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""293.8746""","=""""","=""293.8745""","=""0.0008""","=""6""","=""""",,"=""18974.51""","=""52992.69""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""293.88549""","=""""","=""293.88548""","=""0.00017""","=""6""","=""""",,"=""20039.682""","=""54056.594""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""293.9047""","=""""","=""293.9051""","=""0.0008""","=""30r""","=""4.4e+07""",B,"=""6219.33""","=""40233.97""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""T6977""","=""L153""",
W,1,"=""293.9180""","=""""","=""293.9177""","=""0.0008""","=""15""","=""""",,"=""13348.56""","=""47361.74""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""293.9318""","=""""","=""293.9311""","=""0.0008""","=""6""","=""""",,"=""13348.56""","=""47360.19""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""293.954""","=""""","=""""","=""""","=""4w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""293.97456""","=""""","=""293.97456""","=""0.00006""","=""16""","=""2.83e+07""",B,"=""13173.337""","=""47179.941""","=""5d4.(5D).6s""","=""4D""","=""1/2""","=""""","=""""","=""3/2""",,"=""T7162""","=""L11762""",
W,2,"=""294.02016""","=""""","=""294.02016""","=""0.00007""","=""16""","=""""",,"=""13411.939""","=""47413.270""","=""5d3.6s2""","=""4F""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""294.0954""","=""""","=""294.0951""","=""0.0008""","=""12""","=""""",,"=""17701.18""","=""51693.85""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""294.1023""","=""""","=""294.1023""","=""0.0008""","=""3""","=""""",,"=""20427.84""","=""54419.67""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""294.1246""","=""""","=""294.1248""","=""0.0008""","=""30""","=""""",,"=""13348.56""","=""47337.79""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""294.14734""","=""""","=""294.1474""","=""0.0005""","=""2""","=""""",,"=""20039.682""","=""54026.309""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""294.1665""","=""""","=""294.1654""","=""0.0008""","=""4""","=""""",,"=""24610.88""","=""58595.42""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""294.1854""","=""""","=""294.1859""","=""0.0008""","=""1""","=""""",,"=""19256.24""","=""53238.41""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""294.1938""","=""""","=""294.1939""","=""0.0008""","=""1""","=""""",,"=""18082.83""","=""52064.08""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""294.20956""","=""""","=""294.2094""","=""0.0003""","=""3""","=""""",,"=""31347.087""","=""65326.546""","=""5d5""","=""2I""","=""13/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,2,"=""294.21191""","=""""","=""294.2117""","=""0.0005""","=""2""","=""""",,"=""13434.070""","=""47413.270""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""294.2128""","=""""","=""294.2145""","=""0.0008""","=""12""","=""""",,"=""22852.80""","=""56831.67""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""294.22599""","=""""","=""294.2261""","=""0.0005""","=""2""","=""""",,"=""15146.977""","=""49124.508""","=""5d4.(3H).6s""","=""4H""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""294.2452""","=""""","=""294.2453""","=""0.0008""","=""25""","=""""",,"=""18280.48""","=""52255.80""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""294.26074""","=""""","=""294.2607""","=""0.0003""","=""3""","=""""",,"=""14857.160""","=""48830.701""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""294.2618""","=""""","=""294.2613""","=""0.0008""","=""3""","=""""",,"=""19253.56""","=""53227.03""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""294.3006""","=""""","=""294.3003""","=""0.0008""","=""4""","=""""",,"=""18974.51""","=""52943.48""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""294.3326""","=""""","=""294.3332""","=""0.0008""","=""20""","=""""",,"=""17107.01""","=""51072.18""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""294.3966""","=""""","=""294.3963""","=""0.0008""","=""12""","=""""",,"=""15460.01""","=""49417.90""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""294.43947""","=""""","=""294.4364""","=""0.0017""","=""105bl""","=""""",,"=""28377.585""","=""62330.855""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""294.4398""","=""""","=""294.4398""","=""0.0008""","=""300r""","=""5.40e+08""",B,"=""2951.29""","=""36904.16""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",,"=""T6977""","=""L153""",
W,1,"=""294.4784""","=""""","=""294.4782""","=""0.0008""","=""1""","=""""",,"=""13307.10""","=""47255.55""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""294.4916""","=""""","=""294.4911""","=""0.0008""","=""7""","=""""",,"=""20427.84""","=""54374.80""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""294.5064""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""294.51273""","=""""","=""294.5127""","=""0.0005""","=""2""","=""""",,"=""22139.861""","=""56084.326""","=""5d4.(3F2).6s""","=""4F""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""294.5224""","=""""","=""294.5223""","=""0.0008""","=""6""","=""""",,"=""17008.50""","=""50951.86""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""294.5691""","=""""","=""294.5688""","=""0.0008""","=""8""","=""""",,"=""19256.24""","=""53194.25""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""294.6344""","=""""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""294.64350""","=""""","=""294.64350""","=""0.00010""","=""10""","=""""",,"=""28631.688""","=""62561.090""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""294.6522""","=""""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""294.6782""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""294.6989""","=""""","=""294.6985""","=""0.0008""","=""300r""","=""5.7e+08""",B,"=""2951.29""","=""36874.36""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
W,1,"=""294.7388""","=""""","=""294.7387""","=""0.0008""","=""150r""","=""""",,"=""4830.00""","=""38748.44""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""294.77158""","=""""","=""294.7716""","=""0.0006""","=""2""","=""""",,"=""34447.663""","=""68362.322""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""294.8470""","=""""","=""294.8463""","=""0.0008""","=""5""","=""""",,"=""12161.96""","=""46068.02""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""294.8660""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""294.8921""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""294.9122""","=""""","=""294.9126""","=""0.0008""","=""15""","=""""",,"=""18116.84""","=""52015.28""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""295.04395""","=""""","=""295.04395""","=""0.00005""","=""21bl*""","=""""",,"=""24804.612""","=""58687.965""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,2,"=""295.04395""","=""""","=""295.04442""","=""0.00005""","=""21bl*""","=""""",,"=""30632.927""","=""64516.226""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""295.0703""","=""""","=""""","=""""","=""15w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""295.1076""","=""""","=""295.1069""","=""0.0008""","=""5""","=""""",,"=""20983.02""","=""54859.15""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""295.1226""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""295.1416""","=""""","=""295.1416""","=""0.0008""","=""10""","=""""",,"=""18280.48""","=""52152.62""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""295.1795""","=""""","=""295.1794""","=""0.0008""","=""20""","=""""",,"=""20427.84""","=""54295.64""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
W,1,"=""295.1950""","=""""","=""295.1946""","=""0.0008""","=""1""","=""""",,"=""24789.66""","=""58655.72""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""295.2091""","=""""","=""295.2097""","=""0.0008""","=""1""","=""""",,"=""22852.80""","=""56717.13""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""295.22171""","=""""","=""295.22167""","=""0.00004""","=""26""","=""""",,"=""14967.745""","=""48830.701""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""295.22380""","=""""","=""295.22367""","=""0.00017""","=""7""","=""5.98e+06""",B,"=""10592.485""","=""44455.212""","=""""","=""""","=""3/2""","=""5d3.(4F).6s.(5F).6p""","=""6F*""","=""1/2""",,"=""T7162""","=""L11762""",
W,1,"=""295.2262""","=""""","=""295.2296""","=""0.0008""","=""75""","=""""",,"=""19256.24""","=""53118.29""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""295.22686""","=""""","=""295.22676""","=""0.00007""","=""14""","=""""",,"=""18000.627""","=""51862.999""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""295.2880""","=""""","=""295.2883""","=""0.0008""","=""5""","=""""",,"=""22476.68""","=""56332.00""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""295.29363""","=""""","=""295.2936""","=""0.0003""","=""4""","=""""",,"=""23234.778""","=""57089.482""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""295.2974""","=""""","=""295.2959""","=""0.0008""","=""4""","=""""",,"=""24789.66""","=""58644.10""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""295.3788""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""295.4070""","=""""","=""295.4073""","=""0.0008""","=""4""","=""""",,"=""19827.68""","=""53669.36""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""295.4262""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""295.44731""","=""""","=""295.44725""","=""0.00017""","=""4""","=""""",,"=""19276.431""","=""53113.533""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""295.4904""","=""""","=""295.4914""","=""0.0008""","=""35""","=""""",,"=""18974.51""","=""52806.56""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""295.49846""","=""""","=""295.49841""","=""0.00012""","=""8""","=""""",,"=""19070.550""","=""52901.794""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""295.5910""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""295.6076""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""295.6338""","=""""","=""295.6340""","=""0.0008""","=""2""","=""""",,"=""13777.71""","=""47593.44""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""295.66609""","=""""","=""295.6659""","=""0.0005""","=""2""","=""""",,"=""18990.929""","=""52803.012""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""295.667""","=""""","=""295.6677""","=""0.0008""","=""20""","=""""",,"=""14976.18""","=""48788.06""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""295.6822""","=""""","=""295.6828""","=""0.0008""","=""12""","=""""",,"=""15460.01""","=""49270.16""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""295.72438""","=""""","=""295.7243""","=""0.0003""","=""4""","=""""",,"=""28631.688""","=""62437.086""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
